customerID,tenure,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3488-PGMQJ,8,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
3580-REOAC,10,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
7534-BFESC,24,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
3727-OWVYD,35,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No
2294-SALNE,23,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No
4847-TAJYI,6,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
1563-IWQEX,12,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8203-XJZRC,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6556-DBKZF,71,Two year,Fiber optic,Yes,No,No,No,Yes,No,No,No
6851-WEFYX,35,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
2985-JUUBZ,40,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
6390-DSAZX,1,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
0895-LMRSF,23,One year,DSL,Yes,No,No,No,No,No,Yes,Yes
8098-LLAZX,4,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
8266-VBFQL,4,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
8181-YHCMF,68,Two year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
2240-HSJQD,38,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
1248-DYXUB,52,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0265-EDXBD,32,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
4115-BNPJY,29,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
3167-SNQPL,38,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
4091-TVOCN,48,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1098-TDVUQ,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7277-OZCGZ,22,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
1557-EMYVT,43,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2799-ARNLO,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7563-BIUPC,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
5027-YOCXN,51,One year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3973-SKMLN,71,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2321-OMBXY,38,One year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2840-XANRC,24,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
6745-JEFZB,35,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No
5020-ZSTTY,54,One year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
9880-TDQAC,72,Two year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
8705-WZCYL,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
7102-JJVTX,9,One year,DSL,Yes,No,Yes,No,No,No,No,No
8626-PTQGE,69,Two year,DSL,No,No phone service,Yes,Yes,No,Yes,Yes,Yes
4983-CLMLV,52,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
5701-YVSVF,11,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,No
5804-LEPIM,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
5697-GOMBF,28,Month-to-month,DSL,No,No phone service,No,No,No,No,Yes,No
2739-CACDQ,17,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
9385-EHGDO,35,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9498-FIMXL,8,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2379-GYFLQ,46,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No
0122-OAHPZ,7,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2868-SNELZ,2,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
4322-RCYMT,68,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes
6680-NENYN,43,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2088-IEBAU,68,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7982-VCELR,36,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
1343-EHPYB,63,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6035-BXTTY,32,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No
6885-PKOAM,71,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7520-HQWJU,66,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No
9639-BUJXT,63,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5924-SNGKP,41,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0021-IKXGC,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2034-GDRCN,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
8966-SNIZF,70,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6243-OZGFH,23,Month-to-month,DSL,No,No phone service,No,No,No,No,Yes,Yes
4654-DLAMQ,64,One year,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Yes
0513-RBGPE,37,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No
5160-UXJED,17,One year,DSL,Yes,No,No,No,No,No,No,No
4115-NZRKS,7,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
0219-YTZUE,4,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
0623-IIHUG,21,Month-to-month,DSL,No,No phone service,Yes,No,No,No,Yes,No
4572-DVCGN,10,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
3351-NGXYI,16,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No
8984-EYLLL,64,Two year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
9057-MSWCO,27,Month-to-month,DSL,No,No phone service,Yes,No,No,No,No,No
9833-TGFHX,42,One year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
9294-TDIPC,5,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5229-DTFYB,41,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
0104-PPXDV,58,One year,DSL,Yes,No,No,No,Yes,No,No,No
5176-LMJXE,47,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-KRKMD,18,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,No
1010-DIAUQ,5,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
9069-LGEUL,23,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,Yes
7302-ZHMHP,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9571-EDEBV,71,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
3520-FJGCV,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6563-VRERX,33,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0259-GBZSH,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
6122-EFVKN,24,Two year,DSL,No,No phone service,Yes,No,No,Yes,No,No
2805-EDJPQ,56,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
6862-CQUMB,37,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
7156-MXBJE,43,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6158-HDPXZ,1,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
9601-BRXPO,25,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2863-IMQDR,61,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5686-CMAWK,17,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No
5651-CRHKQ,41,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No
6905-NIQIN,1,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
8204-YJCLA,72,Two year,DSL,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes
5167-ZFFMM,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes
6583-SZVGP,48,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4895-TMWIR,11,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0533-BNWKF,55,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
1708-PBBOA,42,One year,DSL,No,No phone service,Yes,Yes,Yes,Yes,No,Yes
8782-LKFPK,44,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
5522-JBWMO,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
3597-MVHJT,27,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
9774-NRNAU,27,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0224-RLWWD,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9967-ATRFS,19,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3951-NJCVI,42,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
2977-CEBSX,66,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0177-PXBAT,33,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
6599-CEBNN,34,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
2519-ERQOJ,33,Month-to-month,DSL,No,No phone service,No,No,Yes,Yes,Yes,Yes
5876-QMYLD,23,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2277-AXSDC,32,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9442-JTWDL,11,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0979-PHULV,69,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
3067-SVMTC,68,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
5495-GPSRW,20,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7606-BPHHN,72,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4742-DRORA,60,One year,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,No
0111-KLBQG,32,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
4800-VHZKI,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7989-CHGTL,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0334-GDDSO,3,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
4163-NCJAK,46,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5233-AOZUF,29,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
5973-EJGDP,51,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,No
1996-DBMUS,48,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7916-VCCPB,16,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
4686-GEFRM,70,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5249-QYHEX,40,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0578-SKVMF,22,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,Yes
5564-NEMQO,1,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,No
2233-FAGXV,5,Month-to-month,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5605-IYGFG,7,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7663-ZTEGJ,29,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
3935-TBRZZ,44,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8111-BKVDS,10,Month-to-month,DSL,No,No phone service,Yes,Yes,Yes,No,No,No
2055-SIFSS,55,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No
2806-MLNTI,52,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
8734-DKSTZ,10,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
4360-PNRQB,18,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6152-ONASV,68,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No
9063-ZGTUY,61,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7781-HVGMK,72,Two year,DSL,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes
2181-UAESM,2,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No
2957-LOLHO,12,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
6048-NJXHX,41,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2320-SLKMB,26,Month-to-month,DSL,No,No phone service,No,No,Yes,Yes,Yes,No
4980-URKXC,36,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4376-KFVRS,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5886-VLQVU,35,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes
3577-AMVUX,1,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,No
0771-WLCLA,16,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5628-RKIFK,49,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
0206-TBWLC,54,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2937-FTHUR,18,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes
1910-FMXJM,36,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
7752-XUSCI,60,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4110-PFEUZ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
0732-OCQOC,52,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5168-MSWXT,8,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
1090-ESELR,72,Two year,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8592-PLTMQ,64,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760-WRAHC,22,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
8847-GEOOQ,60,Month-to-month,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
0256-LTHVJ,28,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
4785-FCIFB,61,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8313-NDOIA,24,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5149-CUZUJ,28,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No
0942-KOWSM,30,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
4237-CLSMM,2,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1452-VOQCH,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
4719-UMSIY,6,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6614-VBEGU,24,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,Yes
0880-TKATG,4,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
3811-VBYBZ,7,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
1480-BKXGA,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2996-XAUVF,70,Two year,DSL,No,No phone service,No,No,No,Yes,No,Yes
9076-AXYIK,64,Two year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5968-XQIVE,72,One year,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
8896-RAZCR,44,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4640-UHDOS,13,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes
4933-IKULF,17,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-EKAPL,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes
1304-BCCFO,9,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes
4104-PVRPS,24,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
9399-APLBT,1,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
2359-KMGLI,24,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
3780-DDGSE,35,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
4431-EDMIQ,7,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
0306-JAELE,5,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
6227-HWPWX,15,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
0486-LGCCH,11,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0447-BEMNG,48,Month-to-month,DSL,No,No phone service,Yes,No,Yes,No,No,Yes
4612-SSVHJ,20,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
5168-MQQCA,72,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5949-XIKAE,8,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
7971-HLVXI,72,Two year,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
9094-AZPHK,15,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
3649-JPUGY,72,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4472-LVYGI,0,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,Yes,No
8372-JUXUI,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
3552-CTCYF,63,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6778-YSNIH,2,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,No
0388-EOPEX,2,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
5756-OZRIO,61,One year,DSL,Yes,Yes,No,Yes,No,No,No,Yes
6579-JPICP,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8205-OTCHB,22,One year,DSL,No,No phone service,No,Yes,Yes,No,No,Yes
4134-BSXLX,28,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,No
0505-SPOOW,70,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6235-VDHOM,5,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
7783-YKGDV,12,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
4374-YMUSQ,34,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4513-CXYIX,71,Two year,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
3957-HHLMR,70,One year,DSL,Yes,Yes,Yes,No,No,No,No,Yes
7803-XOCCZ,52,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
5736-YEJAX,69,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5609-CEBID,20,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Yes
8981-FJGLA,11,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
7218-HKQFK,2,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
4636-QRJKY,6,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,No,No
1135-LMECX,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4332-MUOEZ,20,One year,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
8535-SFUTN,61,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5956-VKDTT,5,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
8677-HDZEE,56,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2475-MROZF,30,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
9412-GHEEC,40,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3482-ABPKK,28,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
6705-LXORM,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
0257-ZESQC,27,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
7531-GQHME,12,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5174-ITUMV,67,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4109-CYRBD,29,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No
0913-XWSCN,55,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
6825-UYPFK,23,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
8397-MVTAZ,34,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
0750-EBAIU,52,One year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No
8606-CIQUL,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3571-DPYUH,58,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No
7601-GNDYK,35,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0356-OBMAC,56,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
8067-NIOYM,24,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1403-GYAFU,70,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4234-XTNEA,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
1297-VQDRP,68,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
9282-IZGQK,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
5348-CAGXB,12,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No
0621-HJWXJ,63,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
5844-QVTAT,33,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No
8905-IAZPF,69,One year,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
5394-MEITZ,60,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
6859-QNXIQ,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2782-LFZVW,11,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes
2866-IKBTM,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1342-JPNKI,10,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
2817-NTQDO,13,Month-to-month,DSL,No,No phone service,Yes,No,No,Yes,Yes,No
7129-AZJDE,34,One year,Fiber optic,Yes,No,No,No,No,No,No,Yes
6986-IJDHX,39,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
2560-PPCHE,65,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
4676-MQUEA,50,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No
8138-EALND,15,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
